Attraction,Category,type,Category_Map,Good_Point,Selected_People,Participants
창경궁 홍화문,관광,history,편의,산책로가 잘 되어있어요,23,90
창경궁 홍화문,관광,history,매력도,붐비지 않아요,16,90
창경궁 홍화문,관광,history,편의,관리가 잘 되어있어요,13,90
창경궁 홍화문,관광,history,만족도,가격이 합리적이에요,11,90
창경궁 홍화문,관광,history,매력도,체험 프로그램이 다양해요,6,90
창경궁 홍화문,관광,history,만족도,설명이 잘 되어있어요,4,90
창경궁 홍화문,관광,history,매력도,아이와 가기 좋아요,4,90
창경궁 홍화문,관광,history,매력도,뷰가 좋아요,3,90
창경궁 홍화문,관광,history,매력도,방문객이 많아요,1,90
창경궁 홍화문,관광,history,편의,편의시설이 잘 되어있어요,1,90
창경궁 홍화문,관광,history,편의,근처에 갈 곳이 많아요,1,90
창경궁 홍화문,관광,history,편의,주차하기 편해요,1,90
창경궁 홍화문,관광,history,편의,대중교통이 편해요,1,90
창덕궁,관광,history,매력도,사진이 잘 나와요,483,753
창덕궁,관광,history,매력도,볼거리가 많아요,419,753
창덕궁,관광,history,편의,산책로가 잘 되어있어요,244,753
창덕궁,관광,history,편의,관리가 잘 되어있어요,207,753
창덕궁,관광,history,매력도,붐비지 않아요,102,753
창덕궁,관광,history,매력도,뷰가 좋아요,87,753
창덕궁,관광,history,매력도,아이와 가기 좋아요,82,753
창덕궁,관광,history,만족도,가격이 합리적이에요,77,753
창덕궁,관광,history,만족도,설명이 잘 되어있어요,73,753
창덕궁,관광,history,매력도,체험 프로그램이 다양해요,48,753
창덕궁,관광,history,매력도,방문객이 많아요,40,753
창덕궁,관광,history,편의,규모가 커요,35,753
창덕궁,관광,history,편의,대중교통이 편해요,15,753
창덕궁,관광,history,편의,근처에 갈 곳이 많아요,14,753
창덕궁,관광,history,편의,주차하기 편해요,11,753
창덕궁,관광,history,매력도,경관이 독특해요,11,753
창덕궁,관광,history,편의,화장실이 깨끗해요,6,753
창덕궁,관광,history,매력도,야경이 멋져요,5,753
창덕궁,관광,history,편의,편의시설이 잘 되어있어요,1,753
창덕궁,관광,history,만족도,반려동물과 가기 좋아요,1,753
창의문,관광,history,매력도,사진이 잘 나와요,10,13
창의문,관광,history,편의,산책로가 잘 되어있어요,7,13
창의문,관광,history,매력도,볼거리가 많아요,3,13
창의문,관광,history,편의,관리가 잘 되어있어요,3,13
창의문,관광,history,매력도,붐비지 않아요,3,13
창의문,관광,history,만족도,설명이 잘 되어있어요,1,13
창의문,관광,history,매력도,아이와 가기 좋아요,1,13
창의문,관광,history,편의,근처에 갈 곳이 많아요,1,13
창의문,관광,history,매력도,뷰가 좋아요,1,13
채석장 전망대,관광,history,매력도,뷰가 좋아요,204,203
채석장 전망대,관광,history,만족도,가격이 합리적이에요,69,203
채석장 전망대,관광,history,매력도,사진이 잘 나와요,68,203
채석장 전망대,관광,history,매력도,야경이 멋져요,44,203
채석장 전망대,관광,history,편의,산책로가 잘 되어있어요,37,203
채석장 전망대,관광,history,매력도,볼거리가 많아요,26,203
채석장 전망대,관광,history,편의,근처에 갈 곳이 많아요,22,203
채석장 전망대,관광,history,매력도,컨셉이 독특해요,5,203
채석장 전망대,관광,history,편의,대중교통이 편해요,5,203
채석장 전망대,관광,history,편의,주차하기 편해요,4,203
채석장 전망대,관광,history,편의,인테리어가 멋져요,3,203
채석장 전망대,관광,history,편의,시설이 깔끔해요,2,203
채석장 전망대,관광,history,편의,먹거리가 풍부해요,1,203
채석장 전망대,관광,history,만족도,반려동물과 가기 좋아요,1,203
천호공원,관광,nature,만족도,가격이 합리적이에요,63,99
천호공원,관광,nature,편의,산책로가 잘 되어있어요,27,99
천호공원,관광,nature,편의,관리가 잘 되어있어요,20,99
천호공원,관광,nature,매력도,뷰가 좋아요,15,99
천호공원,관광,nature,매력도,사진이 잘 나와요,8,99
천호공원,관광,nature,편의,편의시설이 잘 되어있어요,7,99
천호공원,관광,nature,편의,먹거리가 풍부해요,5,99
천호공원,관광,nature,매력도,볼거리가 많아요,4,99
천호공원,관광,nature,편의,주차하기 편해요,4,99
천호공원,관광,nature,매력도,체험 프로그램이 다양해요,3,99
천호공원,관광,nature,매력도,붐비지 않아요,3,99
천호공원,관광,nature,매력도,방문객이 많아요,2,99
천호공원,관광,nature,매력도,조용히 쉬기 좋아요,1,99
천호공원,관광,nature,만족도,친절해요,1,99
천호공원,관광,nature,만족도,반려동물과 가기 좋아요,1,99
청계천,관광,nature,매력도,뷰가 좋아요,160,161
청계천,관광,nature,매력도,사진이 잘 나와요,104,161
청계천,관광,nature,매력도,볼거리가 많아요,69,161
청계천,관광,nature,편의,근처에 갈 곳이 많아요,52,161
청계천,관광,nature,매력도,경관이 독특해요,47,161
청계천,관광,nature,편의,산책로가 잘 되어있어요,37,161
청계천,관광,nature,편의,대중교통이 편해요,33,161
청계천,관광,nature,매력도,붐비지 않아요,30,161
청계천,관광,nature,매력도,방문객이 많아요,25,161
청계천,관광,nature,편의,관리가 잘 되어있어요,17,161
청계천,관광,nature,매력도,조용히 쉬기 좋아요,15,161
청계천,관광,nature,매력도,아이와 가기 좋아요,7,161
청계천,관광,nature,매력도,피크닉하기 좋아요,7,161
청계천,관광,nature,편의,코스가 길어요,5,161
청계천,관광,nature,편의,편의시설이 잘 되어있어요,5,161
청계천,관광,nature,만족도,반려동물과 가기 좋아요,4,161
청계천,관광,nature,매력도,신기한 식물이 많아요,3,161
청계천,관광,nature,편의,규모가 커요,3,161
청계천,관광,nature,편의,주차하기 편해요,2,161
청계천,관광,nature,편의,먹거리가 풍부해요,1,161
청계천,관광,nature,편의,화장실이 깨끗해요,1,161
청계천박물관,관광,nature / history,만족도,유익해요,19,40
청계천박물관,관광,nature / history,편의,주차하기 편해요,11,40
청계천박물관,관광,nature / history,매력도,전시 구성이 알차요,9,40
청계천박물관,관광,nature / history,만족도,설명이 잘 되어있어요,9,40
청계천박물관,관광,nature / history,매력도,전시 테마가 재밌어요,7,40
청계천박물관,관광,nature / history,매력도,아이와 가기 좋아요,4,40
청계천박물관,관광,nature / history,매력도,체험 프로그램이 다양해요,3,40
청계천박물관,관광,nature / history,편의,공간이 넓어요,3,40
청계천박물관,관광,nature / history,매력도,사진이 잘 나와요,2,40
청계천박물관,관광,nature / history,만족도,가격이 합리적이에요,2,40
청량리수산시장,관광,shop_etc,매력도,볼거리가 많아요,7,15
청량리수산시장,관광,shop_etc,만족도,친절해요,7,15
청량리수산시장,관광,shop_etc,편의,먹거리가 풍부해요,4,15
청량리수산시장,관광,shop_etc,매력도,특색 있는 제품이 많아요,3,15
청량리수산시장,관광,shop_etc,매력도,컨셉이 독특해요,2,15
청량리수산시장,관광,shop_etc,만족도,품질이 좋아요,2,15
청량리수산시장,관광,shop_etc,편의,시설이 깔끔해요,1,15
청량리수산시장,관광,shop_etc,매력도,야시장이 잘 되어있어요,1,15
청량리수산시장,관광,shop_etc,만족도,가성비가 좋아요,1,15
청량리수산시장,관광,shop_etc,매력도,트렌디해요,1,15
청와대사랑채,관광,history,만족도,유익해요,376,753
청와대사랑채,관광,history,매력도,전시 구성이 알차요,247,753
청와대사랑채,관광,history,만족도,설명이 잘 되어있어요,181,753
청와대사랑채,관광,history,매력도,전시 테마가 재밌어요,172,753
청와대사랑채,관광,history,편의,공간이 넓어요,141,753
청와대사랑채,관광,history,매력도,체험 프로그램이 다양해요,121,753
청와대사랑채,관광,history,만족도,가격이 합리적이에요,119,753
청와대사랑채,관광,history,편의,주차하기 편해요,105,753
청와대사랑채,관광,history,매력도,사진이 잘 나와요,99,753
청와대사랑채,관광,history,매력도,아이와 가기 좋아요,53,753
청와대사랑채,관광,history,매력도,컨셉이 독특해요,2,753
청와대사랑채,관광,history,매력도,뷰가 좋아요,2,753
청와대사랑채,관광,history,편의,화장실이 깨끗해요,1,753
초안산캠핑장,관광,experience,편의,화장실이 잘 되어있어요,14,31
초안산캠핑장,관광,experience,편의,주차하기 편해요,13,31
초안산캠핑장,관광,experience,매력도,조용히 쉬기 좋아요,12,31
초안산캠핑장,관광,experience,편의,개수대가 잘 되어있어요,11,31
초안산캠핑장,관광,experience,편의,깨끗해요,10,31
초안산캠핑장,관광,experience,매력도,뷰가 좋아요,7,31
초안산캠핑장,관광,experience,편의,온수가 잘 나와요,7,31
초안산캠핑장,관광,experience,편의,공용시설 관리가 잘돼요,5,31
초안산캠핑장,관광,experience,편의,바비큐 해먹기 좋아요,4,31
초안산캠핑장,관광,experience,매력도,매너타임이 잘 지켜져요,2,31
초안산캠핑장,관광,experience,매력도,사진이 잘 나와요,2,31
초안산캠핑장,관광,experience,편의,사이트 간격이 넓어요,1,31
춘원당한의약박물관,관광,experience / culture,만족도,유익해요,6,12
춘원당한의약박물관,관광,experience / culture,매력도,전시 구성이 알차요,4,12
춘원당한의약박물관,관광,experience / culture,만족도,설명이 잘 되어있어요,4,12
춘원당한의약박물관,관광,experience / culture,편의,공간이 넓어요,2,12
춘원당한의약박물관,관광,experience / culture,매력도,전시 테마가 재밌어요,1,12
춘원당한의약박물관,관광,experience / culture,편의,주차하기 편해요,1,12
춘원당한의약박물관,관광,experience / culture,만족도,가격이 합리적이에요,1,12
춘원당한의약박물관,관광,experience / culture,매력도,체험 프로그램이 다양해요,1,12
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,편의,종류가 다양해요,691,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,매력도,특색 있는 제품이 많아요,483,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,만족도,친절해요,410,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,편의,매장이 넓어요,332,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,만족도,품질이 좋아요,221,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,편의,시설이 깔끔해요,208,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,매력도,분위기가 편안해요,167,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,만족도,가성비가 좋아요,127,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,만족도,비싼 만큼 가치있어요,94,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,매력도,아기자기해요,46,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,매력도,트렌디해요,41,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,매력도,예쁜 소품이 많아요,40,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,매력도,선물하기 좋아요,23,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,매력도,신상품이 많아요,19,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,매력도,컨셉이 독특해요,12,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,매력도,독특한 디자인이 많아요,6,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,편의,인테리어가 멋져요,6,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,편의,주차하기 편해요,6,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,매력도,사진이 잘 나와요,3,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,매력도,고급스러워요,1,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,만족도,포장이 정성스러워요,1,"1,130"
카카오프렌즈 강남 플래그십 스토어,관광,shop_etc,만족도,추천을 잘해줘요,1,"1,130"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,편의,종류가 다양해요,1738,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,매력도,특색 있는 제품이 많아요,1261,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,편의,매장이 넓어요,878,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,만족도,친절해요,722,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,만족도,품질이 좋아요,537,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,편의,시설이 깔끔해요,462,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,만족도,가성비가 좋아요,400,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,만족도,비싼 만큼 가치있어요,333,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,매력도,분위기가 편안해요,325,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,매력도,아기자기해요,120,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,매력도,예쁜 소품이 많아요,91,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,매력도,트렌디해요,88,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,매력도,선물하기 좋아요,38,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,편의,주차하기 편해요,35,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,매력도,신상품이 많아요,30,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,매력도,컨셉이 독특해요,14,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,매력도,사진이 잘 나와요,11,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,매력도,독특한 디자인이 많아요,8,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,편의,인테리어가 멋져요,7,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,만족도,설명이 자세해요,1,"2,763"
카카오프렌즈 홍대 플래그십 스토어,관광,shop_etc,매력도,사이즈가 다양해요,1,"2,763"
코엑스 아쿠아리움,관광,experience,매력도,볼거리가 많아요,6805,"9,220"
코엑스 아쿠아리움,관광,experience,편의,관리가 잘 되어있어요,4473,"9,220"
코엑스 아쿠아리움,관광,experience,편의,규모가 커요,4431,"9,220"
코엑스 아쿠아리움,관광,experience,매력도,사진이 잘 나와요,2812,"9,220"
코엑스 아쿠아리움,관광,experience,편의,주차하기 편해요,1710,"9,220"
코엑스 아쿠아리움,관광,experience,매력도,공연이 재밌어요,1497,"9,220"
코엑스 아쿠아리움,관광,experience,만족도,설명이 잘 되어있어요,1463,"9,220"
코엑스 아쿠아리움,관광,experience,매력도,체험 프로그램이 다양해요,1120,"9,220"
코엑스 아쿠아리움,관광,experience,만족도,가격이 합리적이에요,1117,"9,220"
코엑스 아쿠아리움,관광,experience,편의,화장실이 깨끗해요,149,"9,220"
코엑스 아쿠아리움,관광,experience,편의,인테리어가 멋져요,95,"9,220"
코엑스 아쿠아리움,관광,experience,매력도,컨셉이 독특해요,85,"9,220"
코엑스 아쿠아리움,관광,experience,매력도,뷰가 좋아요,75,"9,220"
코엑스 아쿠아리움,관광,experience,편의,먹거리가 풍부해요,19,"9,220"
코엑스 아쿠아리움,관광,experience,매력도,피크닉하기 좋아요,17,"9,220"
코엑스 아쿠아리움,관광,experience,만족도,반려동물과 가기 좋아요,3,"9,220"
코엑스 아쿠아리움,관광,experience,편의,야외 공간이 멋져요,2,"9,220"
키자니아 서울,관광,experience / theme,매력도,볼거리가 많아요,63,111
키자니아 서울,관광,experience / theme,매력도,아이와 가기 좋아요,62,111
키자니아 서울,관광,experience / theme,매력도,체험 프로그램이 다양해요,52,111
키자니아 서울,관광,experience / theme,매력도,놀이기구가 다양해요,23,111
키자니아 서울,관광,experience / theme,편의,주차하기 편해요,9,111
키자니아 서울,관광,experience / theme,매력도,사진이 잘 나와요,9,111
키자니아 서울,관광,experience / theme,만족도,친절해요,8,111
키자니아 서울,관광,experience / theme,편의,규모가 커요,8,111
키자니아 서울,관광,experience / theme,편의,먹거리가 풍부해요,5,111
키자니아 서울,관광,experience / theme,만족도,유익해요,5,111
키자니아 서울,관광,experience / theme,만족도,가격이 합리적이에요,3,111
키자니아 서울,관광,experience / theme,매력도,컨셉이 독특해요,2,111
키자니아 서울,관광,experience / theme,편의,시설이 깔끔해요,2,111
키자니아 서울,관광,experience / theme,만족도,안전하게 관리해요,2,111
키자니아 서울,관광,experience / theme,편의,편의시설이 잘 되어있어요,1,111
탑골공원,관광,history,매력도,뷰가 좋아요,9,18
탑골공원,관광,history,편의,산책로가 잘 되어있어요,6,18
탑골공원,관광,history,매력도,붐비지 않아요,5,18
탑골공원,관광,history,매력도,사진이 잘 나와요,4,18
탑골공원,관광,history,매력도,볼거리가 많아요,3,18
탑골공원,관광,history,편의,관리가 잘 되어있어요,3,18
탑골공원,관광,history,매력도,방문객이 많아요,2,18
탑골공원,관광,history,만족도,유익해요,2,18
탑골공원,관광,history,매력도,조용히 쉬기 좋아요,1,18
탑골공원,관광,history,만족도,가격이 합리적이에요,1,18
탑골공원,관광,history,매력도,자연 경관이 좋아요,1,18
탑골공원,관광,history,편의,화장실이 깨끗해요,1,18
태릉시장,관광,shop_etc,만족도,친절해요,9,14
태릉시장,관광,shop_etc,편의,종류가 다양해요,7,14
태릉시장,관광,shop_etc,편의,시설이 깔끔해요,6,14
태릉시장,관광,shop_etc,만족도,품질이 좋아요,4,14
태릉시장,관광,shop_etc,매력도,분위기가 편안해요,3,14
태릉시장,관광,shop_etc,만족도,가성비가 좋아요,3,14
태릉시장,관광,shop_etc,매력도,볼거리가 많아요,2,14
태릉시장,관광,shop_etc,만족도,비싼 만큼 가치있어요,2,14
태릉시장,관광,shop_etc,매력도,특색 있는 제품이 많아요,2,14
태릉시장,관광,shop_etc,편의,먹거리가 풍부해요,1,14
태릉시장,관광,shop_etc,매력도,야시장이 잘 되어있어요,1,14
태릉시장,관광,shop_etc,편의,주차하기 편해요,1,14
태릉시장,관광,shop_etc,편의,매장이 넓어요,1,14
테이크어스트릿 (Take a street),관광,shop_etc,만족도,친절해요,16,27
테이크어스트릿 (Take a street),관광,shop_etc,만족도,가성비가 좋아요,11,27
테이크어스트릿 (Take a street),관광,shop_etc,만족도,품질이 좋아요,9,27
테이크어스트릿 (Take a street),관광,shop_etc,편의,종류가 다양해요,8,27
테이크어스트릿 (Take a street),관광,shop_etc,매력도,분위기가 편안해요,7,27
테이크어스트릿 (Take a street),관광,shop_etc,만족도,스타일 추천을 잘해줘요,5,27
테이크어스트릿 (Take a street),관광,shop_etc,매력도,독특한 디자인이 많아요,3,27
테이크어스트릿 (Take a street),관광,shop_etc,편의,주차하기 편해요,1,27
테이크어스트릿 (Take a street),관광,shop_etc,매력도,사이즈가 다양해요,1,27
테이크어스트릿 (Take a street),관광,shop_etc,편의,매장이 넓어요,1,27
테크노마트,관광,shop_etc,만족도,친절해요,61,99
테크노마트,관광,shop_etc,편의,주차하기 편해요,26,99
테크노마트,관광,shop_etc,편의,시설이 깔끔해요,19,99
테크노마트,관광,shop_etc,만족도,가격이 합리적이에요,18,99
테크노마트,관광,shop_etc,만족도,설명이 자세해요,16,99
테크노마트,관광,shop_etc,매력도,분위기가 편안해요,13,99
테크노마트,관광,shop_etc,만족도,서비스가 좋아요,10,99
테크노마트,관광,shop_etc,편의,대기공간이 잘 되어있어요,5,99
테크노마트,관광,shop_etc,만족도,가격 안내가 명확해요,3,99
테크노마트,관광,shop_etc,편의,매장이 넓어요,2,99
통인가게 미술,관광,culture,만족도,친절해요,25,46
통인가게 미술,관광,culture,매력도,특색 있는 제품이 많아요,14,46
통인가게 미술,관광,culture,편의,종류가 다양해요,14,46
통인가게 미술,관광,culture,매력도,분위기가 편안해요,11,46
통인가게 미술,관광,culture,만족도,품질이 좋아요,10,46
통인가게 미술,관광,culture,만족도,가성비가 좋아요,8,46
통인가게 미술,관광,culture,편의,시설이 깔끔해요,6,46
통인가게 미술,관광,culture,편의,매장이 넓어요,6,46
통인가게 미술,관광,culture,만족도,비싼 만큼 가치있어요,5,46
통인가게 미술,관광,culture,편의,인테리어가 멋져요,3,46
통인가게 미술,관광,culture,매력도,컨셉이 독특해요,2,46
통인가게 미술,관광,culture,매력도,아기자기해요,1,46
통인가게 미술,관광,culture,매력도,독특한 디자인이 많아요,1,46
통인가게 미술,관광,culture,편의,주차하기 편해요,1,46
통인가게 미술,관광,culture,매력도,사진이 잘 나와요,1,46
통인가게 미술,관광,culture,매력도,예쁜 소품이 많아요,1,46
통인가게 미술,관광,culture,매력도,트렌디해요,1,46
통인시장,관광,shop_etc,만족도,친절해요,76,255
통인시장,관광,shop_etc,매력도,특색 있는 제품이 많아요,55,255
통인시장,관광,shop_etc,편의,종류가 다양해요,54,255
통인시장,관광,shop_etc,매력도,볼거리가 많아요,47,255
통인시장,관광,shop_etc,매력도,컨셉이 독특해요,43,255
통인시장,관광,shop_etc,만족도,가성비가 좋아요,35,255
통인시장,관광,shop_etc,매력도,분위기가 편안해요,27,255
통인시장,관광,shop_etc,편의,먹거리가 풍부해요,18,255
통인시장,관광,shop_etc,만족도,품질이 좋아요,13,255
통인시장,관광,shop_etc,매력도,방문객이 많아요,6,255
통인시장,관광,shop_etc,편의,시설이 깔끔해요,6,255
통인시장,관광,shop_etc,매력도,트렌디해요,6,255
통인시장,관광,shop_etc,매력도,야시장이 잘 되어있어요,5,255
통인시장,관광,shop_etc,편의,매장이 넓어요,5,255
통인시장,관광,shop_etc,매력도,아이와 가기 좋아요,4,255
통인시장,관광,shop_etc,만족도,비싼 만큼 가치있어요,3,255
통인시장,관광,shop_etc,편의,주차하기 편해요,2,255
파르나스몰,관광,shop_etc,만족도,친절해요,26,73
파르나스몰,관광,shop_etc,편의,종류가 다양해요,23,73
파르나스몰,관광,shop_etc,만족도,가성비가 좋아요,20,73
파르나스몰,관광,shop_etc,매력도,분위기가 편안해요,17,73
파르나스몰,관광,shop_etc,매력도,특색 있는 제품이 많아요,17,73
파르나스몰,관광,shop_etc,만족도,품질이 좋아요,17,73
파르나스몰,관광,shop_etc,편의,시설이 깔끔해요,14,73
파르나스몰,관광,shop_etc,편의,매장이 넓어요,12,73
파르나스몰,관광,shop_etc,편의,주차하기 편해요,11,73
파르나스몰,관광,shop_etc,만족도,비싼 만큼 가치있어요,8,73
파르나스몰,관광,shop_etc,만족도,주문제작을 잘해줘요,1,73
파르나스몰,관광,shop_etc,매력도,사진이 잘 나와요,1,73
파리공원,관광,nature,편의,산책로가 잘 되어있어요,34,32
파리공원,관광,nature,편의,관리가 잘 되어있어요,28,32
파리공원,관광,nature,매력도,뷰가 좋아요,18,32
파리공원,관광,nature,매력도,방문객이 많아요,10,32
파리공원,관광,nature,매력도,볼거리가 많아요,8,32
파리공원,관광,nature,매력도,사진이 잘 나와요,8,32
파리공원,관광,nature,편의,편의시설이 잘 되어있어요,6,32
파리공원,관광,nature,매력도,아이와 가기 좋아요,3,32
파리공원,관광,nature,편의,주차하기 편해요,3,32
파리공원,관광,nature,만족도,반려동물과 가기 좋아요,3,32
파리공원,관광,nature,편의,근처에 갈 곳이 많아요,2,32
파리공원,관광,nature,매력도,조용히 쉬기 좋아요,1,32
파리공원,관광,nature,매력도,피크닉하기 좋아요,1,32
파리공원,관광,nature,만족도,가격이 합리적이에요,1,32
파리공원,관광,nature,매력도,체험 프로그램이 다양해요,1,32
파리공원,관광,nature,편의,규모가 커요,1,32
파리공원,관광,nature,매력도,자연 경관이 좋아요,1,32
파리공원,관광,nature,매력도,트렌디해요,1,32
파리공원,관광,nature,만족도,유익해요,1,32
파크하비오 워터킹덤&스파,관광,theme,편의,시설이 깔끔해요,1761,"3,445"
파크하비오 워터킹덤&스파,관광,theme,편의,주차하기 편해요,1650,"3,445"
파크하비오 워터킹덤&스파,관광,theme,편의,샤워실이 잘 되어있어요,1087,"3,445"
파크하비오 워터킹덤&스파,관광,theme,편의,수질 관리가 잘돼요,1017,"3,445"
파크하비오 워터킹덤&스파,관광,theme,편의,규모가 커요,1000,"3,445"
파크하비오 워터킹덤&스파,관광,theme,만족도,안전하게 관리해요,962,"3,445"
파크하비오 워터킹덤&스파,관광,theme,편의,부대시설이 잘 되어있어요,828,"3,445"
파크하비오 워터킹덤&스파,관광,theme,매력도,놀이기구가 다양해요,769,"3,445"
파크하비오 워터킹덤&스파,관광,theme,만족도,친절해요,695,"3,445"
파크하비오 워터킹덤&스파,관광,theme,만족도,가격이 합리적이에요,540,"3,445"
파크하비오 워터킹덤&스파,관광,theme,매력도,아이와 가기 좋아요,243,"3,445"
파크하비오 워터킹덤&스파,관광,theme,편의,물이 따뜻해요,67,"3,445"
파크하비오 워터킹덤&스파,관광,theme,매력도,대기시간이 짧아요,42,"3,445"
파크하비오 워터킹덤&스파,관광,theme,편의,수심이 다양해요,28,"3,445"
파크하비오 워터킹덤&스파,관광,theme,편의,먹거리가 풍부해요,15,"3,445"
파크하비오 워터킹덤&스파,관광,theme,매력도,컨셉이 독특해요,11,"3,445"
파크하비오 워터킹덤&스파,관광,theme,매력도,체험 프로그램이 다양해요,7,"3,445"
파크하비오 워터킹덤&스파,관광,theme,매력도,사진이 잘 나와요,4,"3,445"
파크하비오 워터킹덤&스파,관광,theme,편의,인테리어가 멋져요,3,"3,445"
파크하비오 워터킹덤&스파,관광,theme,매력도,볼거리가 많아요,1,"3,445"
평화의공원,관광,nature,편의,산책로가 잘 되어있어요,70,172
평화의공원,관광,nature,매력도,뷰가 좋아요,69,172
평화의공원,관광,nature,매력도,볼거리가 많아요,26,172
평화의공원,관광,nature,편의,편의시설이 잘 되어있어요,26,172
평화의공원,관광,nature,편의,주차하기 편해요,26,172
평화의공원,관광,nature,편의,관리가 잘 되어있어요,22,172
평화의공원,관광,nature,매력도,사진이 잘 나와요,19,172
평화의공원,관광,nature,만족도,가격이 합리적이에요,17,172
평화의공원,관광,nature,매력도,붐비지 않아요,7,172
평화의공원,관광,nature,매력도,체험 프로그램이 다양해요,6,172
평화의공원,관광,nature,매력도,방문객이 많아요,3,172
평화의공원,관광,nature,편의,먹거리가 풍부해요,3,172
평화의공원,관광,nature,매력도,아이와 가기 좋아요,3,172
평화의공원,관광,nature,매력도,조용히 쉬기 좋아요,2,172
평화의공원,관광,nature,편의,규모가 커요,2,172
평화의공원,관광,nature,편의,근처에 갈 곳이 많아요,1,172
평화의공원,관광,nature,매력도,자연 경관이 좋아요,1,172
평화의공원,관광,nature,편의,화장실이 깨끗해요,1,172
평화의공원,관광,nature,매력도,트렌디해요,1,172
푸른수목원,관광,nature,편의,산책로가 잘 되어있어요,280,400
푸른수목원,관광,nature,편의,주차하기 편해요,132,400
푸른수목원,관광,nature,매력도,뷰가 좋아요,103,400
푸른수목원,관광,nature,매력도,볼거리가 많아요,94,400
푸른수목원,관광,nature,매력도,사진이 잘 나와요,69,400
푸른수목원,관광,nature,매력도,신기한 식물이 많아요,61,400
푸른수목원,관광,nature,편의,화장실이 깨끗해요,50,400
푸른수목원,관광,nature,편의,편의시설이 잘 되어있어요,40,400
푸른수목원,관광,nature,만족도,가격이 합리적이에요,34,400
푸른수목원,관광,nature,편의,대중교통이 편해요,8,400
푸른수목원,관광,nature,매력도,아이와 가기 좋아요,2,400
푸른수목원,관광,nature,편의,규모가 커요,2,400
푸른수목원,관광,nature,만족도,반려동물과 가기 좋아요,1,400
풋볼 팬타지움,관광,experience,만족도,유익해요,7,18
풋볼 팬타지움,관광,experience,매력도,전시 테마가 재밌어요,5,18
풋볼 팬타지움,관광,experience,매력도,아이와 가기 좋아요,5,18
풋볼 팬타지움,관광,experience,편의,주차하기 편해요,5,18
풋볼 팬타지움,관광,experience,매력도,체험 프로그램이 다양해요,5,18
풋볼 팬타지움,관광,experience,매력도,전시 구성이 알차요,3,18
풋볼 팬타지움,관광,experience,매력도,컨셉이 독특해요,2,18
풋볼 팬타지움,관광,experience,만족도,설명이 잘 되어있어요,2,18
풋볼 팬타지움,관광,experience,만족도,가격이 합리적이에요,2,18
풋볼 팬타지움,관광,experience,매력도,사진이 잘 나와요,1,18
