tourist_spot,목록,good_point,selected_people
강변스파랜드,찜질방,"""수질 관리가 잘돼요""",5
강변스파랜드,찜질방,"""관리가 잘 되어있어요""",4
강변스파랜드,찜질방,"""노천탕이 잘 되어있어요""",1
강변스파랜드,찜질방,"""세신사의 실력이 좋아요""",1
삼청동수제비,한식,"""음식이 맛있어요""",5325
삼청동수제비,한식,"""양이 많아요""",1290
삼청동수제비,한식,"""가성비가 좋아요""",877
삼청동수제비,한식,"""친절해요""",860
삼청동수제비,한식,"""재료가 신선해요""",840
삼청동수제비,한식,"""특별한 메뉴가 있어요""",727
삼청동수제비,한식,"""매장이 넓어요""",717
삼청동수제비,한식,"""혼밥하기 좋아요""",295
삼청동수제비,한식,"""주차하기 편해요""",263
삼청동수제비,한식,"""매장이 청결해요""",184
삼청동수제비,한식,"""특별한 날 가기 좋아요""",151
삼청동수제비,한식,"""단체모임 하기 좋아요""",126
삼청동수제비,한식,"""음식이 빨리 나와요""",72
삼청동수제비,한식,"""화장실이 깨끗해요""",70
삼청동수제비,한식,"""건강한 맛이에요""",54
삼청동수제비,한식,"""뷰가 좋아요""",45
삼청동수제비,한식,"""인테리어가 멋져요""",44
삼청동수제비,한식,"""메뉴 구성이 알차요""",12
삼청동수제비,한식,"""반찬이 잘 나와요""",11
삼청동수제비,한식,"""아늑해요""",9
삼청동수제비,한식,"""향신료가 강하지 않아요""",6
삼청동수제비,한식,"""차분한 분위기에요""",4
삼청동수제비,한식,"""아이와 가기 좋아요""",4
삼청동수제비,한식,"""현지 맛에 가까워요""",4
삼청동수제비,한식,"""기본 안주가 좋아요""",3
삼청동수제비,한식,"""비싼 만큼 가치있어요""",2
삼청동수제비,한식,"""음료가 맛있어요""",1
삼청동수제비,한식,"""잡내가 적어요""",1
삼청동수제비,한식,"""야외 공간이 멋져요""",1
삼청동수제비,한식,"""룸이 잘 되어있어요""",1
삼청동수제비,한식,"""대화하기 좋아요""",1
삼청동수제비,한식,"""환기가 잘 돼요""",1
경의선책거리,편의점,"""상품이 다양해요""",201
경의선책거리,편의점,"""친절해요""",135
경의선책거리,편의점,"""행사 상품이 다양해요""",66
경의선책거리,편의점,"""트렌디한 상품이 많아요""",61
경의선책거리,편의점,"""할인/적립을 잘 챙겨줘요""",56
경의선책거리,편의점,"""즉석조리 식품이 맛있어요""",36
경의선책거리,편의점,"""매장이 청결해요""",34
경의선책거리,편의점,"""즉석커피가 맛있어요""",24
경의선책거리,편의점,"""배달 시스템이 편리해요""",11
경의선책거리,편의점,"""매장이 넓어요""",11
경의선책거리,편의점,"""택배 이용이 편리해요""",10
경의선책거리,편의점,"""취식 공간이 잘 되어있어요""",5
경의선책거리,편의점,"""고기 질이 좋아요""",2
경의선책거리,편의점,"""주차하기 편해요""",1
광화문광장,광장,"""볼거리가 많아요""",85
광화문광장,광장,"""뷰가 좋아요""",79
광화문광장,광장,"""방문객이 많아요""",70
광화문광장,광장,"""사진이 잘 나와요""",60
광화문광장,광장,"""관리가 잘 되어있어요""",53
광화문광장,광장,"""산책로가 잘 되어있어요""",44
광화문광장,광장,"""근처에 갈 곳이 많아요""",17
광화문광장,광장,"""아이와 가기 좋아요""",16
광화문광장,광장,"""편의시설이 잘 되어있어요""",14
광화문광장,광장,"""체험 프로그램이 다양해요""",14
광화문광장,광장,"""대중교통이 편해요""",13
광화문광장,광장,"""규모가 커요""",13
광화문광장,광장,"""붐비지 않아요""",8
광화문광장,광장,"""먹거리가 풍부해요""",7
광화문광장,광장,"""자연 경관이 좋아요""",6
광화문광장,광장,"""트렌디해요""",4
광화문광장,광장,"""유익해요""",4
광화문광장,광장,"""컨셉이 독특해요""",3
광화문광장,광장,"""반려동물과 가기 좋아요""",3
광화문광장,광장,"""조용히 쉬기 좋아요""",2
광화문광장,광장,"""주차하기 편해요""",1
광화문광장,광장,"""피크닉하기 좋아요""",1
광화문광장,광장,"""화장실이 깨끗해요""",1
서대문안산,산,"""뷰가 좋아요""",22
서대문안산,산,"""사진이 잘 나와요""",12
서대문안산,산,"""산책로가 잘 되어있어요""",8
서대문안산,산,"""볼거리가 많아요""",6
서대문안산,산,"""대중교통이 편해요""",6
서대문안산,산,"""방문객이 많아요""",4
서대문안산,산,"""관리가 잘 되어있어요""",3
서대문안산,산,"""경관이 독특해요""",3
서대문안산,산,"""편의시설이 잘 되어있어요""",2
서대문안산,산,"""조용히 쉬기 좋아요""",2
서대문안산,산,"""화장실이 깨끗해요""",2
서대문안산,산,"""코스가 길어요""",1
서대문안산,산,"""아이와 가기 좋아요""",1
서대문안산,산,"""근처에 갈 곳이 많아요""",1
서대문안산,산,"""반려동물과 가기 좋아요""",1
서대문안산,산,"""피크닉하기 좋아요""",1
서대문안산,산,"""붐비지 않아요""",1
런던베이글뮤지엄,베이커리,"""빵이 맛있어요""",5682
런던베이글뮤지엄,베이커리,"""특별한 메뉴가 있어요""",2626
런던베이글뮤지엄,베이커리,"""인테리어가 멋져요""",2107
런던베이글뮤지엄,베이커리,"""친절해요""",1288
런던베이글뮤지엄,베이커리,"""사진이 잘 나와요""",1016
런던베이글뮤지엄,베이커리,"""음식이 맛있어요""",726
런던베이글뮤지엄,베이커리,"""커피가 맛있어요""",628
런던베이글뮤지엄,베이커리,"""컨셉이 독특해요""",436
런던베이글뮤지엄,베이커리,"""매장이 청결해요""",312
런던베이글뮤지엄,베이커리,"""메뉴 구성이 알차요""",281
런던베이글뮤지엄,베이커리,"""음료가 맛있어요""",215
런던베이글뮤지엄,베이커리,"""디저트가 맛있어요""",137
런던베이글뮤지엄,베이커리,"""특별한 날 가기 좋아요""",101
런던베이글뮤지엄,베이커리,"""뷰가 좋아요""",82
런던베이글뮤지엄,베이커리,"""종류가 다양해요""",77
런던베이글뮤지엄,베이커리,"""비싼 만큼 가치있어요""",74
런던베이글뮤지엄,베이커리,"""대화하기 좋아요""",73
런던베이글뮤지엄,베이커리,"""음식이 빨리 나와요""",60
런던베이글뮤지엄,베이커리,"""아늑해요""",54
런던베이글뮤지엄,베이커리,"""가성비가 좋아요""",46
런던베이글뮤지엄,베이커리,"""화장실이 깨끗해요""",33
런던베이글뮤지엄,베이커리,"""좌석이 편해요""",28
런던베이글뮤지엄,베이커리,"""재료가 신선해요""",13
런던베이글뮤지엄,베이커리,"""집중하기 좋아요""",9
런던베이글뮤지엄,베이커리,"""주차하기 편해요""",8
런던베이글뮤지엄,베이커리,"""매장이 넓어요""",6
런던베이글뮤지엄,베이커리,"""건강한 맛이에요""",6
런던베이글뮤지엄,베이커리,"""양이 많아요""",5
런던베이글뮤지엄,베이커리,"""혼밥하기 좋아요""",2
런던베이글뮤지엄,베이커리,"""차분한 분위기에요""",1
런던베이글뮤지엄,베이커리,"""룸이 잘 되어있어요""",1
런던베이글뮤지엄,베이커리,"""오래 머무르기 좋아요""",1
서울광장,광장,"""뷰가 좋아요""",26
서울광장,광장,"""볼거리가 많아요""",25
서울광장,광장,"""관리가 잘 되어있어요""",21
서울광장,광장,"""사진이 잘 나와요""",20
서울광장,광장,"""방문객이 많아요""",16
서울광장,광장,"""산책로가 잘 되어있어요""",11
서울광장,광장,"""근처에 갈 곳이 많아요""",9
서울광장,광장,"""편의시설이 잘 되어있어요""",8
서울광장,광장,"""대중교통이 편해요""",7
서울광장,광장,"""체험 프로그램이 다양해요""",6
서울광장,광장,"""아이와 가기 좋아요""",5
서울광장,광장,"""붐비지 않아요""",4
서울광장,광장,"""가격이 합리적이에요""",2
서울광장,광장,"""규모가 커요""",2
서울광장,광장,"""유익해요""",2
서울광장,광장,"""컨셉이 독특해요""",1
서울광장,광장,"""조용히 쉬기 좋아요""",1
서울광장,광장,"""친절해요""",1
서울광장,광장,"""주차하기 편해요""",1
서울광장,광장,"""피크닉하기 좋아요""",1
중랑장미공원,근린공원,"""뷰가 좋아요""",39
중랑장미공원,근린공원,"""산책로가 잘 되어있어요""",38
중랑장미공원,근린공원,"""사진이 잘 나와요""",29
중랑장미공원,근린공원,"""관리가 잘 되어있어요""",19
중랑장미공원,근린공원,"""볼거리가 많아요""",12
중랑장미공원,근린공원,"""방문객이 많아요""",12
중랑장미공원,근린공원,"""붐비지 않아요""",9
중랑장미공원,근린공원,"""대중교통이 편해요""",4
중랑장미공원,근린공원,"""자연 경관이 좋아요""",4
중랑장미공원,근린공원,"""반려동물과 가기 좋아요""",2
중랑장미공원,근린공원,"""피크닉하기 좋아요""",1
중랑장미공원,근린공원,"""규모가 커요""",1
중랑장미공원,근린공원,"""트렌디해요""",1
양재꽃시장,"원예,화훼농원","""친절해요""",8
양재꽃시장,"원예,화훼농원","""가성비가 좋아요""",3
양재꽃시장,"원예,화훼농원","""품질이 좋아요""",2
양재꽃시장,"원예,화훼농원","""분위기가 편안해요""",1
양재꽃시장,"원예,화훼농원","""특색 있는 제품이 많아요""",1
양재꽃시장,"원예,화훼농원","""종류가 다양해요""",1
여의도공원,근린공원,"""뷰가 좋아요""",236
여의도공원,근린공원,"""관리가 잘 되어있어요""",207
여의도공원,근린공원,"""산책로가 잘 되어있어요""",166
여의도공원,근린공원,"""사진이 잘 나와요""",100
여의도공원,근린공원,"""주차하기 편해요""",63
여의도공원,근린공원,"""볼거리가 많아요""",62
여의도공원,근린공원,"""편의시설이 잘 되어있어요""",59
여의도공원,근린공원,"""가격이 합리적이에요""",39
여의도공원,근린공원,"""먹거리가 풍부해요""",37
여의도공원,근린공원,"""붐비지 않아요""",20
여의도공원,근린공원,"""체험 프로그램이 다양해요""",19
여의도공원,근린공원,"""방문객이 많아요""",16
여의도공원,근린공원,"""자연 경관이 좋아요""",10
여의도공원,근린공원,"""규모가 커요""",8
여의도공원,근린공원,"""아이와 가기 좋아요""",5
여의도공원,근린공원,"""반려동물과 가기 좋아요""",3
여의도공원,근린공원,"""피크닉하기 좋아요""",3
여의도공원,근린공원,"""대중교통이 편해요""",3
여의도공원,근린공원,"""근처에 갈 곳이 많아요""",2
여의도공원,근린공원,"""조용히 쉬기 좋아요""",1
여의도공원,근린공원,"""화장실이 깨끗해요""",1
삼원가든,한식,"""음식이 맛있어요""",637
삼원가든,한식,"""매장이 넓어요""",317
삼원가든,한식,"""친절해요""",251
삼원가든,한식,"""인테리어가 멋져요""",243
삼원가든,한식,"""재료가 신선해요""",221
삼원가든,한식,"""매장이 청결해요""",199
삼원가든,한식,"""주차하기 편해요""",159
삼원가든,한식,"""단체모임 하기 좋아요""",152
삼원가든,한식,"""특별한 날 가기 좋아요""",133
삼원가든,한식,"""뷰가 좋아요""",132
삼원가든,한식,"""특별한 메뉴가 있어요""",114
삼원가든,한식,"""화장실이 깨끗해요""",67
삼원가든,한식,"""양이 많아요""",43
삼원가든,한식,"""비싼 만큼 가치있어요""",31
삼원가든,한식,"""반찬이 잘 나와요""",22
삼원가든,한식,"""야외 공간이 멋져요""",17
삼원가든,한식,"""가성비가 좋아요""",15
삼원가든,한식,"""고기 질이 좋아요""",12
삼원가든,한식,"""건강한 맛이에요""",12
삼원가든,한식,"""룸이 잘 되어있어요""",6
삼원가든,한식,"""직접 잘 구워줘요""",6
삼원가든,한식,"""차분한 분위기에요""",5
삼원가든,한식,"""메뉴 구성이 알차요""",4
삼원가든,한식,"""혼밥하기 좋아요""",3
삼원가든,한식,"""아이와 가기 좋아요""",3
삼원가든,한식,"""대화하기 좋아요""",3
삼원가든,한식,"""아늑해요""",1
삼원가든,한식,"""음료가 맛있어요""",1
삼원가든,한식,"""음식이 빨리 나와요""",1
삼원가든,한식,"""잡내가 적어요""",1
삼원가든,한식,"""환기가 잘 돼요""",1
마포농수산물시장,시장,"""친절해요""",27
마포농수산물시장,시장,"""볼거리가 많아요""",18
마포농수산물시장,시장,"""주차하기 편해요""",18
마포농수산물시장,시장,"""가성비가 좋아요""",10
마포농수산물시장,시장,"""품질이 좋아요""",9
마포농수산물시장,시장,"""종류가 다양해요""",9
마포농수산물시장,시장,"""시설이 깔끔해요""",7
마포농수산물시장,시장,"""먹거리가 풍부해요""",6
마포농수산물시장,시장,"""특색 있는 제품이 많아요""",5
마포농수산물시장,시장,"""편의시설이 잘 되어있어요""",4
마포농수산물시장,시장,"""분위기가 편안해요""",4
마포농수산물시장,시장,"""매장이 넓어요""",4
마포농수산물시장,시장,"""컨셉이 독특해요""",2
마포농수산물시장,시장,"""야시장이 잘 되어있어요""",2
마포농수산물시장,시장,"""비싼 만큼 가치있어요""",2
마포농수산물시장,시장,"""규모가 커요""",1
마포농수산물시장,시장,"""트렌디해요""",1
진주회관,국수,"""음식이 맛있어요""",4961
진주회관,국수,"""양이 많아요""",1238
진주회관,국수,"""특별한 메뉴가 있어요""",1140
진주회관,국수,"""재료가 신선해요""",1099
진주회관,국수,"""매장이 넓어요""",984
진주회관,국수,"""혼밥하기 좋아요""",489
진주회관,국수,"""친절해요""",474
진주회관,국수,"""가성비가 좋아요""",256
진주회관,국수,"""단체모임 하기 좋아요""",129
진주회관,국수,"""매장이 청결해요""",124
진주회관,국수,"""주차하기 편해요""",96
진주회관,국수,"""건강한 맛이에요""",80
진주회관,국수,"""음식이 빨리 나와요""",60
진주회관,국수,"""특별한 날 가기 좋아요""",56
진주회관,국수,"""비싼 만큼 가치있어요""",45
진주회관,국수,"""인테리어가 멋져요""",37
진주회관,국수,"""화장실이 깨끗해요""",30
진주회관,국수,"""뷰가 좋아요""",29
진주회관,국수,"""반찬이 잘 나와요""",5
진주회관,국수,"""컨셉이 독특해요""",3
진주회관,국수,"""잡내가 적어요""",3
진주회관,국수,"""현지 맛에 가까워요""",2
진주회관,국수,"""향신료가 강하지 않아요""",2
진주회관,국수,"""대화하기 좋아요""",2
진주회관,국수,"""차분한 분위기에요""",1
진주회관,국수,"""아이와 가기 좋아요""",1
진주회관,국수,"""메뉴 구성이 알차요""",1
진주회관,국수,"""포장이 깔끔해요""",1
진주회관,국수,"""반려동물과 가기 좋아요""",1
진주회관,국수,"""룸이 잘 되어있어요""",1
진주회관,국수,"""오래 머무르기 좋아요""",1
이새,패션,"""독특한 디자인이 많아요""",10
이새,패션,"""품질이 좋아요""",9
이새,패션,"""친절해요""",7
이새,패션,"""종류가 다양해요""",7
이새,패션,"""매장이 넓어요""",6
이새,패션,"""스타일 추천을 잘해줘요""",5
이새,패션,"""분위기가 편안해요""",4
이새,패션,"""A/S가 세심해요""",1
이새,패션,"""가성비가 좋아요""",1
방산 종합시장,냉면,"""음식이 맛있어요""",4107
방산 종합시장,냉면,"""매장이 넓어요""",1452
방산 종합시장,냉면,"""특별한 메뉴가 있어요""",1310
방산 종합시장,냉면,"""양이 많아요""",939
방산 종합시장,냉면,"""재료가 신선해요""",827
방산 종합시장,냉면,"""친절해요""",813
방산 종합시장,냉면,"""매장이 청결해요""",607
방산 종합시장,냉면,"""주차하기 편해요""",468
방산 종합시장,냉면,"""단체모임 하기 좋아요""",283
방산 종합시장,냉면,"""특별한 날 가기 좋아요""",272
방산 종합시장,냉면,"""인테리어가 멋져요""",236
방산 종합시장,냉면,"""혼밥하기 좋아요""",219
방산 종합시장,냉면,"""화장실이 깨끗해요""",207
방산 종합시장,냉면,"""가성비가 좋아요""",114
방산 종합시장,냉면,"""비싼 만큼 가치있어요""",82
방산 종합시장,냉면,"""건강한 맛이에요""",54
방산 종합시장,냉면,"""뷰가 좋아요""",29
방산 종합시장,냉면,"""음식이 빨리 나와요""",21
방산 종합시장,냉면,"""고기 질이 좋아요""",12
방산 종합시장,냉면,"""반찬이 잘 나와요""",11
방산 종합시장,냉면,"""현지 맛에 가까워요""",6
방산 종합시장,냉면,"""직접 잘 구워줘요""",6
방산 종합시장,냉면,"""아늑해요""",5
방산 종합시장,냉면,"""메뉴 구성이 알차요""",5
방산 종합시장,냉면,"""차분한 분위기에요""",4
방산 종합시장,냉면,"""좌석이 편해요""",4
방산 종합시장,냉면,"""잡내가 적어요""",3
방산 종합시장,냉면,"""향신료가 강하지 않아요""",3
방산 종합시장,냉면,"""컨셉이 독특해요""",2
방산 종합시장,냉면,"""대화하기 좋아요""",2
방산 종합시장,냉면,"""혼술하기 좋아요""",1
방산 종합시장,냉면,"""포장이 깔끔해요""",1
방산 종합시장,냉면,"""룸이 잘 되어있어요""",1
방산 종합시장,냉면,"""환기가 잘 돼요""",1
서울 평화시장,"상가,아케이드","""가성비가 좋아요""",4
서울 평화시장,"상가,아케이드","""종류가 다양해요""",4
서울 평화시장,"상가,아케이드","""친절해요""",2
서울 평화시장,"상가,아케이드","""주차하기 편해요""",1
서울 평화시장,"상가,아케이드","""품질이 좋아요""",1
공덕동 족발 골목,"족발,보쌈","""음식이 맛있어요""",204
공덕동 족발 골목,"족발,보쌈","""양이 많아요""",98
공덕동 족발 골목,"족발,보쌈","""친절해요""",91
공덕동 족발 골목,"족발,보쌈","""가성비가 좋아요""",90
공덕동 족발 골목,"족발,보쌈","""고기 질이 좋아요""",28
공덕동 족발 골목,"족발,보쌈","""재료가 신선해요""",23
공덕동 족발 골목,"족발,보쌈","""특별한 메뉴가 있어요""",22
공덕동 족발 골목,"족발,보쌈","""단체모임 하기 좋아요""",22
공덕동 족발 골목,"족발,보쌈","""매장이 넓어요""",21
공덕동 족발 골목,"족발,보쌈","""매장이 청결해요""",9
공덕동 족발 골목,"족발,보쌈","""혼밥하기 좋아요""",6
공덕동 족발 골목,"족발,보쌈","""인테리어가 멋져요""",3
공덕동 족발 골목,"족발,보쌈","""잡내가 적어요""",3
공덕동 족발 골목,"족발,보쌈","""특별한 날 가기 좋아요""",3
공덕동 족발 골목,"족발,보쌈","""건강한 맛이에요""",2
공덕동 족발 골목,"족발,보쌈","""음식이 빨리 나와요""",1
공덕동 족발 골목,"족발,보쌈","""메뉴 구성이 알차요""",1
공덕동 족발 골목,"족발,보쌈","""반찬이 잘 나와요""",1
공덕동 족발 골목,"족발,보쌈","""오래 머무르기 좋아요""",1
공덕동 족발 골목,"족발,보쌈","""뷰가 좋아요""",1
이화여고100주년기념관,"카페,디저트","""커피가 맛있어요""",184
이화여고100주년기념관,"카페,디저트","""디저트가 맛있어요""",145
이화여고100주년기념관,"카페,디저트","""인테리어가 멋져요""",125
이화여고100주년기념관,"카페,디저트","""뷰가 좋아요""",124
이화여고100주년기념관,"카페,디저트","""특별한 메뉴가 있어요""",109
이화여고100주년기념관,"카페,디저트","""친절해요""",75
이화여고100주년기념관,"카페,디저트","""음료가 맛있어요""",73
이화여고100주년기념관,"카페,디저트","""매장이 청결해요""",71
이화여고100주년기념관,"카페,디저트","""사진이 잘 나와요""",65
이화여고100주년기념관,"카페,디저트","""대화하기 좋아요""",64
이화여고100주년기념관,"카페,디저트","""가성비가 좋아요""",22
이화여고100주년기념관,"카페,디저트","""좌석이 편해요""",20
이화여고100주년기념관,"카페,디저트","""화장실이 깨끗해요""",20
이화여고100주년기념관,"카페,디저트","""건강한 맛이에요""",13
이화여고100주년기념관,"카페,디저트","""주차하기 편해요""",8
이화여고100주년기념관,"카페,디저트","""야외 공간이 멋져요""",6
이화여고100주년기념관,"카페,디저트","""집중하기 좋아요""",6
이화여고100주년기념관,"카페,디저트","""음식이 맛있어요""",5
이화여고100주년기념관,"카페,디저트","""아늑해요""",4
이화여고100주년기념관,"카페,디저트","""재료가 신선해요""",3
이화여고100주년기념관,"카페,디저트","""메뉴 구성이 알차요""",3
이화여고100주년기념관,"카페,디저트","""비싼 만큼 가치있어요""",2
이화여고100주년기념관,"카페,디저트","""양이 많아요""",1
이화여고100주년기념관,"카페,디저트","""음악이 좋아요""",1
이화여고100주년기념관,"카페,디저트","""포장이 깔끔해요""",1
이화여고100주년기념관,"카페,디저트","""매장이 넓어요""",1
이화여고100주년기념관,"카페,디저트","""차가 맛있어요""",1
이화여고100주년기념관,"카페,디저트","""종류가 다양해요""",1
샤오바오우육면 종로본점,중식당,"""음식이 맛있어요""",3791
샤오바오우육면 종로본점,중식당,"""특별한 메뉴가 있어요""",1579
샤오바오우육면 종로본점,중식당,"""양이 많아요""",1325
샤오바오우육면 종로본점,중식당,"""재료가 신선해요""",1290
샤오바오우육면 종로본점,중식당,"""친절해요""",1254
샤오바오우육면 종로본점,중식당,"""가성비가 좋아요""",946
샤오바오우육면 종로본점,중식당,"""매장이 청결해요""",882
샤오바오우육면 종로본점,중식당,"""혼밥하기 좋아요""",763
샤오바오우육면 종로본점,중식당,"""매장이 넓어요""",692
샤오바오우육면 종로본점,중식당,"""인테리어가 멋져요""",539
샤오바오우육면 종로본점,중식당,"""단체모임 하기 좋아요""",166
샤오바오우육면 종로본점,중식당,"""특별한 날 가기 좋아요""",106
샤오바오우육면 종로본점,중식당,"""화장실이 깨끗해요""",94
샤오바오우육면 종로본점,중식당,"""음식이 빨리 나와요""",86
샤오바오우육면 종로본점,중식당,"""메뉴 구성이 알차요""",63
샤오바오우육면 종로본점,중식당,"""현지 맛에 가까워요""",55
샤오바오우육면 종로본점,중식당,"""뷰가 좋아요""",44
샤오바오우육면 종로본점,중식당,"""주차하기 편해요""",27
샤오바오우육면 종로본점,중식당,"""대화하기 좋아요""",24
샤오바오우육면 종로본점,중식당,"""아늑해요""",19
샤오바오우육면 종로본점,중식당,"""향신료가 강하지 않아요""",15
샤오바오우육면 종로본점,중식당,"""건강한 맛이에요""",14
샤오바오우육면 종로본점,중식당,"""차분한 분위기에요""",11
샤오바오우육면 종로본점,중식당,"""컨셉이 독특해요""",11
샤오바오우육면 종로본점,중식당,"""잡내가 적어요""",10
샤오바오우육면 종로본점,중식당,"""사진이 잘 나와요""",10
샤오바오우육면 종로본점,중식당,"""고기 질이 좋아요""",8
샤오바오우육면 종로본점,중식당,"""음악이 좋아요""",7
샤오바오우육면 종로본점,중식당,"""좌석이 편해요""",5
샤오바오우육면 종로본점,중식당,"""혼술하기 좋아요""",4
샤오바오우육면 종로본점,중식당,"""반찬이 잘 나와요""",4
샤오바오우육면 종로본점,중식당,"""기본 안주가 좋아요""",3
샤오바오우육면 종로본점,중식당,"""아이와 가기 좋아요""",2
샤오바오우육면 종로본점,중식당,"""비싼 만큼 가치있어요""",2
샤오바오우육면 종로본점,중식당,"""룸이 잘 되어있어요""",2
샤오바오우육면 종로본점,중식당,"""음료가 맛있어요""",1
샤오바오우육면 종로본점,중식당,"""포장이 깔끔해요""",1
샤오바오우육면 종로본점,중식당,"""집중하기 좋아요""",1
샤오바오우육면 종로본점,중식당,"""환기가 잘 돼요""",1
광장시장 한복매장,한복,"""친절해요""",13
광장시장 한복매장,한복,"""품질이 좋아요""",11
광장시장 한복매장,한복,"""분위기가 편안해요""",7
광장시장 한복매장,한복,"""가성비가 좋아요""",7
광장시장 한복매장,한복,"""종류가 다양해요""",7
광장시장 한복매장,한복,"""맞춤 제작을 잘해요""",6
광장시장 한복매장,한복,"""고급스러워요""",5
광장시장 한복매장,한복,"""스타일 추천을 잘해줘요""",5
광장시장 한복매장,한복,"""독특한 디자인이 많아요""",1
광장시장 한복매장,한복,"""선물하기 좋아요""",1
창의문,보물,"""사진이 잘 나와요""",10
창의문,보물,"""산책로가 잘 되어있어요""",7
창의문,보물,"""볼거리가 많아요""",3
창의문,보물,"""관리가 잘 되어있어요""",3
창의문,보물,"""붐비지 않아요""",3
창의문,보물,"""설명이 잘 되어있어요""",1
창의문,보물,"""아이와 가기 좋아요""",1
창의문,보물,"""근처에 갈 곳이 많아요""",1
창의문,보물,"""뷰가 좋아요""",1
세종대왕동상,기념물,"""사진이 잘 나와요""",24
세종대왕동상,기념물,"""볼거리가 많아요""",11
세종대왕동상,기념물,"""관리가 잘 되어있어요""",7
세종대왕동상,기념물,"""아이와 가기 좋아요""",7
세종대왕동상,기념물,"""산책로가 잘 되어있어요""",6
세종대왕동상,기념물,"""붐비지 않아요""",6
세종대왕동상,기념물,"""설명이 잘 되어있어요""",5
세종대왕동상,기념물,"""근처에 갈 곳이 많아요""",5
세종대왕동상,기념물,"""뷰가 좋아요""",5
세종대왕동상,기념물,"""야경이 멋져요""",3
세종대왕동상,기념물,"""방문객이 많아요""",2
세종대왕동상,기념물,"""대중교통이 편해요""",2
세종대왕동상,기념물,"""규모가 커요""",2
세종대왕동상,기념물,"""체험 프로그램이 다양해요""",1
서대문문화체육회관실내수영장,수영장,"""시설이 깔끔해요""",46
서대문문화체육회관실내수영장,수영장,"""가격이 합리적이에요""",41
서대문문화체육회관실내수영장,수영장,"""샤워실이 잘 되어있어요""",33
서대문문화체육회관실내수영장,수영장,"""안전하게 관리해요""",20
서대문문화체육회관실내수영장,수영장,"""물이 깨끗해요""",19
서대문문화체육회관실내수영장,수영장,"""규모가 커요""",17
서대문문화체육회관실내수영장,수영장,"""수심이 다양해요""",16
서대문문화체육회관실내수영장,수영장,"""수업이 체계적이에요""",6
서대문문화체육회관실내수영장,수영장,"""휴게공간이 잘 되어있어요""",6
서대문문화체육회관실내수영장,수영장,"""학생과 소통을 잘해요""",4
구로중앙유통단지,"상가,아케이드","""친절해요""",3
구로중앙유통단지,"상가,아케이드","""주차하기 편해요""",3
구로중앙유통단지,"상가,아케이드","""종류가 다양해요""",3
구로중앙유통단지,"상가,아케이드","""품질이 좋아요""",1
구로중앙유통단지,"상가,아케이드","""매장이 넓어요""",1
고속터미널 꽃도매상가,시장,"""볼거리가 많아요""",5
고속터미널 꽃도매상가,시장,"""친절해요""",3
고속터미널 꽃도매상가,시장,"""트렌디해요""",2
고속터미널 꽃도매상가,시장,"""컨셉이 독특해요""",1
고속터미널 꽃도매상가,시장,"""시설이 깔끔해요""",1
고속터미널 꽃도매상가,시장,"""먹거리가 풍부해요""",1
수연산방,차,"""차가 맛있어요""",279
수연산방,차,"""뷰가 좋아요""",193
수연산방,차,"""인테리어가 멋져요""",183
수연산방,차,"""특별한 메뉴가 있어요""",172
수연산방,차,"""친절해요""",137
수연산방,차,"""디저트가 맛있어요""",122
수연산방,차,"""사진이 잘 나와요""",113
수연산방,차,"""대화하기 좋아요""",95
수연산방,차,"""음료가 맛있어요""",76
수연산방,차,"""매장이 청결해요""",18
수연산방,차,"""야외 공간이 멋져요""",16
수연산방,차,"""주차하기 편해요""",16
수연산방,차,"""건강한 맛이에요""",15
수연산방,차,"""좌석이 편해요""",13
수연산방,차,"""화장실이 깨끗해요""",9
수연산방,차,"""차분한 분위기에요""",7
수연산방,차,"""아늑해요""",6
수연산방,차,"""집중하기 좋아요""",6
수연산방,차,"""비싼 만큼 가치있어요""",5
수연산방,차,"""가성비가 좋아요""",4
수연산방,차,"""컨셉이 독특해요""",2
수연산방,차,"""특별한 날 가기 좋아요""",2
수연산방,차,"""음식이 맛있어요""",1
수연산방,차,"""매장이 넓어요""",1
수연산방,차,"""오래 머무르기 좋아요""",1
강서농산물도매시장,시장,"""주차하기 편해요""",106
강서농산물도매시장,시장,"""친절해요""",73
강서농산물도매시장,시장,"""볼거리가 많아요""",45
강서농산물도매시장,시장,"""종류가 다양해요""",21
강서농산물도매시장,시장,"""시설이 깔끔해요""",19
강서농산물도매시장,시장,"""가성비가 좋아요""",18
강서농산물도매시장,시장,"""품질이 좋아요""",17
강서농산물도매시장,시장,"""매장이 넓어요""",16
강서농산물도매시장,시장,"""먹거리가 풍부해요""",13
강서농산물도매시장,시장,"""특색 있는 제품이 많아요""",13
강서농산물도매시장,시장,"""편의시설이 잘 되어있어요""",10
강서농산물도매시장,시장,"""컨셉이 독특해요""",7
강서농산물도매시장,시장,"""트렌디해요""",5
강서농산물도매시장,시장,"""분위기가 편안해요""",3
강서농산물도매시장,시장,"""야시장이 잘 되어있어요""",3
강서농산물도매시장,시장,"""비싼 만큼 가치있어요""",2
강서농산물도매시장,시장,"""규모가 커요""",2
강서농산물도매시장,시장,"""방문객이 많아요""",1
강서농산물도매시장,시장,"""붐비지 않아요""",1
오금오름공원,"도시,테마공원","""뷰가 좋아요""",16
오금오름공원,"도시,테마공원","""산책로가 잘 되어있어요""",14
